Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha)
2011,Bac Ninh,23.04,26.38,20.27,77.47,1716.41,Lua dong xuan,259.6,36.8
2011,Bac Ninh,23.04,26.38,20.27,77.47,1716.41,Lua mi,0,0
2011,Bac Ninh,23.04,26.38,20.27,77.47,1716.41,Lua mua,208.4,36.9
2011,Bac Ninh,23.04,26.38,20.27,77.47,1716.41,Ngo,12.5,2.8
2012,Bac Ninh,24.05,27.3,21.36,80.22,1924.74,Khoai,9.2,0.8
2012,Bac Ninh,24.05,27.3,21.36,80.22,1924.74,Lua dong xuan,251.1,36.5
2012,Bac Ninh,24.05,27.3,21.36,80.22,1924.74,Lua mi,0,1.42E-14
2012,Bac Ninh,24.05,27.3,21.36,80.22,1924.74,Lua mua,202.3,36.1
2012,Bac Ninh,24.05,27.3,21.36,80.22,1924.74,Ngo,18.5,4.3
2013,Bac Ninh,23.95,27.47,21.15,79.55,2146.54,Khoai,7.5,0.6
2013,Bac Ninh,23.95,27.47,21.15,79.55,2146.54,Lua dong xuan,243.8,36.4
2013,Bac Ninh,23.95,27.47,21.15,79.55,2146.54,Lua mi,0,0
2013,Bac Ninh,23.95,27.47,21.15,79.55,2146.54,Lua mua,180.4,36.1
2013,Bac Ninh,23.95,27.47,21.15,79.55,2146.54,Ngo,18.3,3.8
2014,Bac Ninh,24.22,27.72,21.36,79.11,1938.69,Khoai,6.5,0.6
2014,Bac Ninh,24.22,27.72,21.36,79.11,1938.69,Lua dong xuan,228.9,36.3
2014,Bac Ninh,24.22,27.72,21.36,79.11,1938.69,Lua mi,0,0
2014,Bac Ninh,24.22,27.72,21.36,79.11,1938.69,Lua mua,210.5,36.4
2014,Bac Ninh,24.22,27.72,21.36,79.11,1938.69,Ngo,17.6,3.7
2015,Bac Ninh,25.08,28.62,22.24,78.79,1930.88,Khoai,5.8,0.5
2015,Bac Ninh,25.08,28.62,22.24,78.79,1930.88,Lua dong xuan,237.4,36
2015,Bac Ninh,25.08,28.62,22.24,78.79,1930.88,Lua mi,0,0
2015,Bac Ninh,25.08,28.62,22.24,78.79,1930.88,Lua mua,207.4,35.9
2015,Bac Ninh,25.08,28.62,22.24,78.79,1930.88,Ngo,17.5,3.6
2016,Bac Ninh,24.65,28.16,21.79,77.93,1826.87,Khoai,3.4,0.3
2016,Bac Ninh,24.65,28.16,21.79,77.93,1826.87,Lua dong xuan,231.3,35.6
2016,Bac Ninh,24.65,28.16,21.79,77.93,1826.87,Lua mi,0.1,-0.1
2016,Bac Ninh,24.65,28.16,21.79,77.93,1826.87,Lua mua,207.8,35.2
2016,Bac Ninh,24.65,28.16,21.79,77.93,1826.87,Ngo,15.5,3.1
2017,Bac Ninh,24.5,27.77,21.84,78.8,2165.52,Khoai,2.5,0.2
2017,Bac Ninh,24.5,27.77,21.84,78.8,2165.52,Lua dong xuan,224.9,34.9
2017,Bac Ninh,24.5,27.77,21.84,78.8,2165.52,Lua mi,5.68E-14,0
2017,Bac Ninh,24.5,27.77,21.84,78.8,2165.52,Lua mua,190,34.2
2017,Bac Ninh,24.5,27.77,21.84,78.8,2165.52,Ngo,12.4,2.4
2018,Bac Ninh,24.53,27.98,21.8,79.28,2147.3,Khoai,2.1,195
2018,Bac Ninh,24.53,27.98,21.8,79.28,2147.3,Lua dong xuan,222.7,33.7
2018,Bac Ninh,24.53,27.98,21.8,79.28,2147.3,Lua mi,0,0
2018,Bac Ninh,24.53,27.98,21.8,79.28,2147.3,Lua mua,187.7,32.7
2018,Bac Ninh,24.53,27.98,21.8,79.28,2147.3,Ngo,10.3,2.1
2019,Bac Ninh,25.15,28.64,22.36,79.99,1808.46,Khoai,1.6,150
2019,Bac Ninh,25.15,28.64,22.36,79.99,1808.46,Lua dong xuan,209.5,33.1
2019,Bac Ninh,25.15,28.64,22.36,79.99,1808.46,Lua mi,0,-0.1
2019,Bac Ninh,25.15,28.64,22.36,79.99,1808.46,Lua mua,193.2,32.5
2019,Bac Ninh,25.15,28.64,22.36,79.99,1808.46,Ngo,8.6,1.6
2020,Bac Ninh,24.82,28.16,22.12,77.87,1939.35,Khoai,1.6,143
2020,Bac Ninh,24.82,28.16,22.12,77.87,1939.35,Lua dong xuan,206.9,31.9
2020,Bac Ninh,24.82,28.16,22.12,77.87,1939.35,Lua mi,0,0
2020,Bac Ninh,24.82,28.16,22.12,77.87,1939.35,Lua mua,197.2,31.5
2020,Bac Ninh,24.82,28.16,22.12,77.87,1939.35,Ngo,6.9,1.3
2021,Bac Ninh,24.84,28.38,21.98,77.28,1746.96,Khoai,1.5,131
2021,Bac Ninh,24.84,28.38,21.98,77.28,1746.96,Lua dong xuan,206.5,31.1
2021,Bac Ninh,24.84,28.38,21.98,77.28,1746.96,Lua mi,0,0
2021,Bac Ninh,24.84,28.38,21.98,77.28,1746.96,Lua mua,194.7,30.7
2021,Bac Ninh,24.84,28.38,21.98,77.28,1746.96,Ngo,5.7,1.1
2022,Bac Ninh,24.25,27.75,21.39,78.41,2076.05,Khoai,1.3,113
2022,Bac Ninh,24.25,27.75,21.39,78.41,2076.05,Lua dong xuan,203.7,30.4
2022,Bac Ninh,24.25,27.75,21.39,78.41,2076.05,Lua mi,0,0
2022,Bac Ninh,24.25,27.75,21.39,78.41,2076.05,Lua mua,188.2,29.7
2022,Bac Ninh,24.25,27.75,21.39,78.41,2076.05,Ngo,5.3,1
2023,Bac Ninh,25.15,28.66,22.23,77.13,1669.1,Khoai,1.4,117.7
2023,Bac Ninh,25.15,28.66,22.23,77.13,1669.1,Lua dong xuan,196.7,29.7
2023,Bac Ninh,25.15,28.66,22.23,77.13,1669.1,Lua mi,0.1,0.1
2023,Bac Ninh,25.15,28.66,22.23,77.13,1669.1,Lua mua,178.5,29
2023,Bac Ninh,25.15,28.66,22.23,77.13,1669.1,Ngo,5.1,0.9
2024,Bac Ninh,25.24,28.64,22.48,78.16,2321.46,Khoai,2,165.6
2024,Bac Ninh,25.24,28.64,22.48,78.16,2321.46,Lua dong xuan,193.6,28.9
2024,Bac Ninh,25.24,28.64,22.48,78.16,2321.46,Lua mi,0,0
2024,Bac Ninh,25.24,28.64,22.48,78.16,2321.46,Lua mua,146.2,28.6
2024,Bac Ninh,25.24,28.64,22.48,78.16,2321.46,Ngo,4.7,1
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Khoai,10,1.3
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Lua dong xuan,91.1,22.1
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Lua he thu,77,21
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Lua mi,-5.68E-14,0
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Lua mua,151.2,49.6
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,Ngo,3.1,1.2
1995,Ben Tre,27.07,30.38,24.89,81.63,1895.49,San,8.5,
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Khoai,10,0.6
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Lua dong xuan,95.1,21.8
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Lua he thu,95.5,25.9
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Lua mi,0,0
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Lua mua,162.1,50
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,Ngo,3.1,1.2
1996,Ben Tre,26.77,29.96,24.66,83.5,2182.12,San,8.5,
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Khoai,4.3,0.5
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Lua dong xuan,103.5,23.6
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Lua he thu,81.8,23.3
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Lua mi,5.68E-14,0
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Lua mua,133.9,51.9
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,Ngo,2.4,0.9
1997,Ben Tre,27.15,30.4,25.04,81.83,1543.74,San,5.1,
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Khoai,3.4,0.4
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Lua dong xuan,101.5,23.6
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Lua he thu,98.2,26.5
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Lua mi,0,0
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Lua mua,138.7,50.7
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,Ngo,2.5,0.9
1998,Ben Tre,27.73,31.01,25.66,81.7,2087.9,San,5.5,
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Khoai,5.1,0.7
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Lua dong xuan,90.9,23.7
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Lua he thu,100.6,28.4
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Lua mi,0,1.42E-14
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Lua mua,135.5,49
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,Ngo,1.9,0.6
1999,Ben Tre,26.83,29.94,24.81,84.03,2283.41,San,5,
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Khoai,3.4,0.4
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Lua dong xuan,112.5,23.2
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Lua he thu,115.1,29.5
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Lua mi,0,1.42E-14
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Lua mua,129.7,48.9
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,Ngo,2.2,0.8
2000,Ben Tre,27.02,30.15,25.01,83.54,2097.16,San,5.2,
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Khoai,4.7,0.6
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Lua dong xuan,110.3,23.8
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Lua he thu,113.6,30
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Lua mi,0,0
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Lua mua,155.8,47
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,Ngo,3.1,1
2001,Ben Tre,27.17,30.32,25.18,83.19,1901.58,San,4.7,
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Khoai,6.1,0.8
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Lua dong xuan,116.4,24.9
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Lua he thu,110.1,28.8
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Lua mi,0,1.42E-14
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Lua mua,165.6,45.9
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,Ngo,3.4,1.1
2002,Ben Tre,27.52,30.79,25.46,79.91,1527.25,San,4.9,
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Khoai,4.2,0.5
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Lua dong xuan,114.5,23.6
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Lua he thu,101.4,27.3
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Lua mi,0,0
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Lua mua,165.1,44.6
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,Ngo,2.6,0.8
2003,Ben Tre,27.24,30.35,25.26,81.73,2079.47,San,4.4,
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Khoai,1.9,0.2
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Lua dong xuan,114.2,22.5
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Lua he thu,103.4,26.5
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Lua mi,-5.68E-14,0
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Lua mua,150.5,41.5
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,Ngo,2.8,0.8
2004,Ben Tre,27.13,30.2,25.08,81.16,1566.68,San,3.7,
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Khoai,1.9,0.3
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Lua dong xuan,96.4,21.8
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Lua he thu,90.3,24
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Lua mi,5.68E-14,0
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Lua mua,154.7,37.7
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,Ngo,2.9,0.8
2005,Ben Tre,27.13,30.25,25.1,81.57,1861.73,San,3.7,
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Khoai,1.9,0.2
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Lua dong xuan,104.2,20.7
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Lua he thu,86.4,25.4
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Lua mi,0,0
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Lua mua,141.9,35.7
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,Ngo,1.9,0.7
2006,Ben Tre,27.21,30.27,25.22,82.11,1947.03,San,2.1,
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Khoai,2,0.2
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Lua dong xuan,112.6,20.7
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Lua he thu,97.1,24.2
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Lua mi,0,0
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Lua mua,95.1,34.8
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,Ngo,2.3,0.7
2007,Ben Tre,27.08,30.2,25.08,82.59,2182.12,San,2.5,
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Khoai,1.7,0.2
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Lua dong xuan,118.3,20.6
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Lua he thu,103.4,24.5
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Lua mi,-5.68E-14,0
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Lua mua,139.4,34.1
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,Ngo,2.1,0.7
2008,Ben Tre,26.86,30.11,24.81,83.13,2143.34,San,2.2,
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Khoai,2.8,0.3
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Lua dong xuan,124.2,21.1
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Lua he thu,96.3,24.2
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Lua mi,0,0
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Lua mua,142.2,35.8
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,Ngo,3.1,0.9
2009,Ben Tre,27.14,30.34,25.1,83.42,1889.82,San,2,
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Khoai,2,0.2
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua dong xuan,121.2,21.1
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua he thu,91,23.2
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua mi,0,-1.42E-14
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua mua,154.6,35.9
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Ngo,3.5,0.9
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,San,,
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Khoai,1.2,0.1
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua dong xuan,105.6,20.2
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua he thu,107.7,23.1
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua mi,5.68E-14,0
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua mua,148.9,33.6
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Ngo,3.9,1
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,San,,
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Khoai,1.3,0.1
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua dong xuan,115.6,20
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua he thu,105.2,22.2
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua mi,0,0
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua mua,154.2,33.6
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Ngo,3.4,0.9
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,San,,
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Khoai,1.5,0.1
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua dong xuan,96.3,19
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua he thu,87.9,20.1
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua mi,-5.68E-14,0
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua mua,147.4,33.1
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Ngo,2.6,0.7
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,San,,
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Khoai,1.1,0.1
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua dong xuan,105,18.1
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua he thu,82.5,19.3
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua mi,5.68E-14,0
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua mua,131.4,29.2
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Ngo,2.7,0.7
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,San,,
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Khoai,0.7,0.1
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua dong xuan,87.6,17.2
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua he thu,71.8,17.9
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua mi,-5.68E-14,0
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua mua,119.4,27.9
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Ngo,2.6,0.7
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,San,,
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Khoai,0.8,0.1
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua dong xuan,0.8,15.1
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua he thu,66.5,16.6
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua mi,1.42E-14,0.1
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua mua,20.3,9.8
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Ngo,2.3,0.6
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,San,,
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Khoai,0.5,0.1
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua dong xuan,69.4,15.7
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua he thu,128,30.8
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua mi,2.84E-14,0
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua mua,29.8,8.4
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Ngo,2.1,0.6
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,San,,
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Khoai,0.5,51
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua dong xuan,77.4,13.8
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua he thu,134.5,30
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua mi,0,0
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua mua,24.8,8
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Ngo,2,0.5
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,San,,
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Khoai,0.4,41
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua dong xuan,61.7,12.8
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua he thu,128,28
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua mi,-0.2,-0.1
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua mua,24.4,6.8
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Ngo,1.3,0.3
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,San,,
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Khoai,0.2,24
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua dong xuan,0.2,5.3
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua he thu,37.1,10.7
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua mi,0,0
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua mua,21.8,6
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Ngo,0.6,0.2
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,San,,
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Khoai,0.4,43
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua dong xuan,55.9,11
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua he thu,95.7,20.5
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua mi,-0.1,-0.1
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua mua,15,5
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Ngo,0.7,0.2
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,San,,
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Khoai,0.5,48.2
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua dong xuan,4.1,0.8
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua he thu,86.3,17.8
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua mi,1.42E-14,0
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua mua,20.4,5
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Ngo,0.6,0.2
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,San,,
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Khoai,0.4,42.8
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua dong xuan,5.7,1.1
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua he thu,83.1,16
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua mi,0,0
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua mua,20.9,5.2
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Ngo,0.6,0.1
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,San,,
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Khoai,0.4,40.5
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua dong xuan,3.9,0.8
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua he thu,39.7,8.8
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua mi,0,0
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua mua,20.9,4.9
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Ngo,0.5,0.1
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,San,,
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Khoai,5.8,1.2
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua dong xuan,175,45
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua he thu,132.5,35.2
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua mi,-5.68E-14,0
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua mua,94.8,38.3
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Ngo,3.1,1
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,San,61.3,10.9
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Khoai,4.9,1.5
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua dong xuan,175.5,45.9
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua he thu,152.8,38.4
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua mi,0,0
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua mua,110.9,39.7
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Ngo,4.3,1.3
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,San,66,10.5
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Khoai,6.1,1.3
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua dong xuan,205.1,45.8
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua he thu,146.2,38.2
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua mi,0,0
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua mua,96.2,38
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Ngo,6.2,1.7
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,San,81.3,10.8
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Khoai,5.9,1.3
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua dong xuan,187.8,45.8
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua he thu,129.7,35.6
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua mi,0,0
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua mua,120.2,38.9
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Ngo,4,1.3
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,San,96.5,10.9
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Khoai,5.3,1.1
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua dong xuan,214.6,46.1
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua he thu,167.4,40
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua mi,0,0
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua mua,122.7,40
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Ngo,4.3,1.9
