Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha),Temp_Range,Yield (tan/ha)
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Khoai,2.0,0.2,5.219999999999999,9.950248756218905
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua dong xuan,121.2,21.1,5.219999999999999,5.74380361120326
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua he thu,91.0,23.2,5.219999999999999,3.9222447308305677
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua mi,0.0,0.0,5.219999999999999,0.0
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Lua mua,154.6,35.9,5.219999999999999,4.306286732960085
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,Ngo,3.5,0.9,5.219999999999999,3.8845726970033296
2010,Ben Tre,27.59,30.79,25.57,82.09,2262.33,San,4.7,8.3,5.219999999999999,0.5661968437537646
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Khoai,1.2,0.1,5.099999999999998,11.881188118811881
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua dong xuan,105.6,20.2,5.099999999999998,5.22746398693134
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua he thu,107.7,23.1,5.099999999999998,4.6621358382753995
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua mi,5.68e-14,0.0,5.099999999999998,5.68e-11
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Lua mua,148.9,33.6,5.099999999999998,4.431415731674653
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,Ngo,3.9,1.0,5.099999999999998,3.896103896103896
2011,Ben Tre,26.99,30.11,25.01,82.81,1971.72,San,4.7,8.3,5.099999999999998,0.5661968437537646
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Khoai,1.3,0.1,5.219999999999999,12.871287128712872
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua dong xuan,115.6,20.0,5.219999999999999,5.779711014449277
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua he thu,105.2,22.2,5.219999999999999,4.738525291653529
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua mi,0.0,0.0,5.219999999999999,0.0
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Lua mua,154.2,33.6,5.219999999999999,4.589149132466296
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,Ngo,3.4,0.9,5.219999999999999,3.7735849056603774
2012,Ben Tre,27.41,30.63,25.41,82.75,1965.92,San,4.7,8.3,5.219999999999999,0.5661968437537646
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Khoai,1.5,0.1,4.960000000000001,14.851485148514852
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua dong xuan,96.3,19.0,4.960000000000001,5.068154307668017
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua he thu,87.9,20.1,4.960000000000001,4.372916770309935
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua mi,0.0,0.0,4.960000000000001,0.0
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Lua mua,147.4,33.1,4.960000000000001,4.453037672577867
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,Ngo,2.6,0.7,4.960000000000001,3.708987161198288
2013,Ben Tre,27.45,30.48,25.52,82.17,2008.62,San,4.7,8.3,4.960000000000001,0.5661968437537646
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Khoai,1.1,0.1,5.25,10.891089108910892
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua dong xuan,105.0,18.1,5.25,5.800784487044915
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua he thu,82.5,19.3,5.25,4.274389927983006
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua mi,5.68e-14,0.0,5.25,5.68e-11
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Lua mua,131.4,29.2,5.25,4.4998458956885035
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,Ngo,2.7,0.7,5.25,3.8516405135520686
2014,Ben Tre,27.36,30.57,25.32,81.71,1821.18,San,4.7,8.3,5.25,0.5661968437537646
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Khoai,0.7,0.1,5.310000000000002,6.930693069306931
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua dong xuan,87.6,17.2,5.310000000000002,5.092727167025173
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua he thu,71.8,17.9,5.310000000000002,4.010949108988324
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua mi,0.0,0.0,5.310000000000002,0.0
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Lua mua,119.4,27.9,5.310000000000002,4.279416508368875
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,Ngo,2.6,0.7,5.310000000000002,3.708987161198288
2015,Ben Tre,27.67,30.92,25.61,80.35,1537.68,San,4.7,8.3,5.310000000000002,0.5661968437537646
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Khoai,0.8,0.1,5.119999999999997,7.920792079207921
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua dong xuan,0.8,15.1,5.119999999999997,0.05297662406463148
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua he thu,66.5,16.6,5.119999999999997,4.005782784169629
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua mi,1.42e-14,0.1,5.119999999999997,1.405940594059406e-13
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Lua mua,20.3,9.8,5.119999999999997,2.071217222732374
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,Ngo,2.3,0.6,5.119999999999997,3.826955074875208
2016,Ben Tre,27.8,30.97,25.85,81.88,2086.52,San,4.7,8.3,5.119999999999997,0.5661968437537646
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Khoai,0.5,0.1,5.060000000000002,4.9504950495049505
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua dong xuan,69.4,15.7,5.060000000000002,4.420100630533087
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua he thu,128.0,30.8,5.060000000000002,4.155709230219798
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua mi,2.84e-14,0.0,5.060000000000002,2.84e-11
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Lua mua,29.8,8.4,5.060000000000002,3.5471967622902034
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,Ngo,2.1,0.6,5.060000000000002,3.4941763727121464
2017,Ben Tre,27.6,30.69,25.63,82.8,2232.23,San,4.7,8.3,5.060000000000002,0.5661968437537646
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Khoai,0.5,51.0,4.940000000000001,0.009803729338640418
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua dong xuan,77.4,13.8,4.940000000000001,5.608289254401855
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua he thu,134.5,30.0,4.940000000000001,4.483183893870204
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua mi,0.0,0.0,4.940000000000001,0.0
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Lua mua,24.8,8.0,4.940000000000001,3.099612548431446
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,Ngo,2.0,0.5,4.940000000000001,3.992015968063872
2018,Ben Tre,27.55,30.59,25.65,82.06,2036.8,San,4.7,8.3,4.940000000000001,0.5661968437537646
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Khoai,0.4,41.0,5.099999999999998,0.009755859613180167
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua dong xuan,61.7,12.8,5.099999999999998,4.819935942504491
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua he thu,128.0,28.0,5.099999999999998,4.571265311953145
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua mi,0.0,0.0,5.099999999999998,0.0
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Lua mua,24.4,6.8,5.099999999999998,3.5877076900455815
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,Ngo,1.3,0.3,5.099999999999998,4.318936877076412
2019,Ben Tre,27.71,30.79,25.69,81.1,1533.36,San,4.7,8.3,5.099999999999998,0.5661968437537646
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Khoai,0.2,24.0,5.149999999999999,0.0083329861255781
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua dong xuan,0.2,5.3,5.149999999999999,0.03772873042822109
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua he thu,37.1,10.7,5.149999999999999,3.4669657041398
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua mi,0.0,0.0,5.149999999999999,0.0
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Lua mua,21.8,6.0,5.149999999999999,3.6327278786868855
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,Ngo,0.6,0.2,5.149999999999999,2.985074626865672
2020,Ben Tre,27.76,30.9,25.75,81.2,1903.23,San,4.7,8.3,5.149999999999999,0.5661968437537646
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Khoai,0.4,43.0,4.949999999999999,0.00930210925327318
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua dong xuan,55.9,11.0,4.949999999999999,5.081356240341787
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua he thu,95.7,20.5,4.949999999999999,4.668064972440368
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua mi,0.0,0.0,4.949999999999999,0.0
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Lua mua,15.0,5.0,4.949999999999999,2.9994001199760048
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,Ngo,0.7,0.2,4.949999999999999,3.482587064676617
2021,Ben Tre,27.3,30.3,25.35,82.52,2168.99,San,4.7,8.3,4.949999999999999,0.5661968437537646
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Khoai,0.5,48.2,4.91,0.01037322877118732
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua dong xuan,4.1,0.8,4.91,5.118601747815231
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua he thu,86.3,17.8,4.91,4.848042244817707
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua mi,1.42e-14,0.0,4.91,1.42e-11
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Lua mua,20.4,5.0,4.91,4.079184163167366
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,Ngo,0.6,0.2,4.91,2.985074626865672
2022,Ben Tre,27.47,30.47,25.56,82.5,2261.85,San,4.7,8.3,4.91,0.5661968437537646
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Khoai,0.4,42.8,4.960000000000001,0.009345576037943039
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua dong xuan,5.7,1.1,4.960000000000001,5.177111716621253
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua he thu,83.1,16.0,4.960000000000001,5.193425410911818
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua mi,0.0,0.0,4.960000000000001,0.0
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Lua mua,20.9,5.2,4.960000000000001,4.018457988848298
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,Ngo,0.6,0.1,4.960000000000001,5.9405940594059405
2023,Ben Tre,27.66,30.64,25.68,83.12,1906.73,San,4.7,8.3,4.960000000000001,0.5661968437537646
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Khoai,0.4,40.5,4.890000000000001,0.009876299350633317
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua dong xuan,3.9,0.8,4.890000000000001,4.868913857677903
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua he thu,39.7,8.8,4.890000000000001,4.510851039654585
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua mi,0.0,0.0,4.890000000000001,0.0
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Lua mua,20.9,4.9,4.890000000000001,4.264435829422567
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,Ngo,0.5,0.1,4.890000000000001,4.9504950495049505
2024,Ben Tre,28.17,31.1,26.21,82.21,2008.14,San,4.7,8.3,4.890000000000001,0.5661968437537646
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Khoai,5.8,1.2,5.790000000000003,4.8293089092422985
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua dong xuan,175.0,45.0,5.790000000000003,3.8888024710561986
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua he thu,132.5,35.2,5.790000000000003,3.764097610863328
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua mi,0.0,0.0,5.790000000000003,0.0
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Lua mua,94.8,38.3,5.790000000000003,2.475131197618861
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,Ngo,3.1,1.0,5.790000000000003,3.096903096903097
1995,Binh Dinh,24.96,28.28,22.49,80.95,2057.86,San,61.3,10.9,5.790000000000003,5.623337308503807
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Khoai,4.9,1.5,5.460000000000001,3.2644903397734844
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua dong xuan,175.5,45.9,5.460000000000001,3.8234461122851355
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua he thu,152.8,38.4,5.460000000000001,3.979063045233197
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua mi,0.0,0.0,5.460000000000001,0.0
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Lua mua,110.9,39.7,5.460000000000001,2.7933805193823833
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,Ngo,4.3,1.3,5.460000000000001,3.3051498847040737
1996,Binh Dinh,24.75,27.87,22.41,82.35,2151.79,San,66.0,10.5,5.460000000000001,6.285115703266356
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Khoai,6.1,1.3,5.739999999999998,4.688700999231361
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua dong xuan,205.1,45.8,5.739999999999998,4.4780681644505576
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua he thu,146.2,38.2,5.739999999999998,3.827124944373184
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua mi,0.0,0.0,5.739999999999998,0.0
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Lua mua,96.2,38.0,5.739999999999998,2.531512328622931
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,Ngo,6.2,1.7,5.739999999999998,3.6449147560258672
1997,Binh Dinh,25.31,28.65,22.91,80.21,1616.66,San,81.3,10.8,5.739999999999998,7.527080825849459
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Khoai,5.9,1.3,5.960000000000001,4.534973097617217
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua dong xuan,187.8,45.8,5.960000000000001,4.100347153992271
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua he thu,129.7,35.6,5.960000000000001,3.6431560911210354
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua mi,0.0,0.0,5.960000000000001,0.0
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Lua mua,120.2,38.9,5.960000000000001,3.0898948613146193
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,Ngo,4.0,1.3,5.960000000000001,3.074558032282859
1998,Binh Dinh,26.06,29.55,23.59,80.39,2419.97,San,96.5,10.9,5.960000000000001,8.85239886248968
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Khoai,5.3,1.1,5.23,4.813805631244323
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua dong xuan,214.6,46.1,5.23,4.654996637816967
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua he thu,167.4,40.0,5.23,4.184895377615559
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua mi,0.0,0.0,5.23,0.0
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Lua mua,122.7,40.0,5.23,3.0674233144171397
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,Ngo,4.3,1.9,5.23,2.261967385586533
1999,Binh Dinh,25.16,28.2,22.97,81.44,2473.63,San,78.5,10.5,5.23,7.4754785258546805
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Khoai,5.7,1.2,5.199999999999999,4.746044962531224
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Lua dong xuan,217.5,46.5,5.199999999999999,4.6773187673383365
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Lua he thu,174.2,40.9,5.199999999999999,4.259064570548397
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Lua mi,0.0,0.0,5.199999999999999,0.0
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Lua mua,131.3,39.5,5.199999999999999,3.323966481861219
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,Ngo,9.5,2.8,5.199999999999999,3.391645840771153
2000,Binh Dinh,25.12,28.15,22.95,81.6,2263.4,San,88.6,10.1,5.199999999999999,8.77140877140877
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Khoai,4.1,0.9,5.469999999999999,4.550499445061043
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Lua dong xuan,227.7,47.3,5.469999999999999,4.81385171560855
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Lua he thu,176.6,41.0,5.469999999999999,4.307212019219043
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Lua mi,0.0,0.0,5.469999999999999,0.0
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Lua mua,142.2,40.5,5.469999999999999,3.5110244191501443
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,Ngo,13.3,3.7,5.469999999999999,3.5936233450418804
2001,Binh Dinh,25.45,28.63,23.16,80.25,1785.16,San,103.4,10.1,5.469999999999999,10.236610236610236
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Khoai,3.8,0.8,5.460000000000001,4.7440699126092385
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Lua dong xuan,249.0,47.3,5.460000000000001,5.2641593200989405
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Lua he thu,153.4,36.5,5.460000000000001,4.202624585627791
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Lua mi,0.0,0.0,5.460000000000001,0.0
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Lua mua,114.7,34.7,5.460000000000001,3.3053802484078267
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,Ngo,20.9,5.9,5.460000000000001,3.5417725809184883
2002,Binh Dinh,25.5,28.71,23.25,79.72,1729.54,San,121.6,10.6,5.460000000000001,11.470615979624563
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Khoai,3.2,0.7,5.669999999999998,4.56490727532097
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Lua dong xuan,238.8,47.2,5.669999999999998,5.059214847143069
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Lua he thu,181.1,39.7,5.669999999999998,4.561597944636155
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Lua mi,0.0,0.0,5.669999999999998,0.0
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Lua mua,138.0,38.9,5.669999999999998,3.5474666461016424
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,Ngo,26.6,6.8,5.669999999999998,3.9111895309513307
2003,Binh Dinh,25.34,28.65,22.98,80.29,1773.42,San,151.3,11.3,5.669999999999998,13.388195734890717
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Khoai,2.7,0.6,5.75,4.492512479201331
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Lua dong xuan,235.7,47.0,5.75,5.014786919427246
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Lua he thu,173.6,39.3,5.75,4.41719040227984
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Lua mi,0.0,0.0,5.75,0.0
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Lua mua,161.0,39.1,5.75,4.117541750850362
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,Ngo,28.6,7.2,5.75,3.9716706013053744
2004,Binh Dinh,25.16,28.45,22.7,79.21,1398.23,San,186.1,11.6,5.75,16.041720541332644
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Khoai,2.3,0.5,5.52,4.590818363273453
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Lua dong xuan,265.7,46.8,5.52,5.677229119035918
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Lua he thu,151.5,33.7,5.52,4.49541556630367
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Lua mi,0.0,0.0,5.52,0.0
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Lua mua,110.1,31.2,5.52,3.5287330534277745
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,Ngo,33.6,7.6,5.52,4.4204709906591235
2005,Binh Dinh,25.32,28.53,23.01,80.29,2166.64,San,212.2,12.0,5.52,17.681859845012916
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Khoai,1.9,0.4,5.559999999999999,4.738154613466334
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Lua dong xuan,264.4,47.2,5.559999999999999,5.601576237791572
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Lua he thu,206.0,40.2,5.559999999999999,5.12425064053133
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Lua mi,0.0,0.0,5.559999999999999,0.0
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Lua mua,137.4,33.6,5.559999999999999,4.089164012975805
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,Ngo,36.7,7.8,5.559999999999999,4.70452506088963
2006,Binh Dinh,25.46,28.68,23.12,80.28,1662.76,San,239.0,13.1,5.559999999999999,18.24288222273109
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Khoai,1.3,0.3,5.409999999999997,4.318936877076412
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Lua dong xuan,257.2,46.9,5.409999999999997,5.483891601458391
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Lua he thu,203.4,36.7,5.409999999999997,5.542083321980328
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Lua mi,0.0,0.0,5.409999999999997,0.0
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Lua mua,118.5,28.4,5.409999999999997,4.172388296186754
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,Ngo,38.8,7.8,5.409999999999997,4.973721317779772
2007,Binh Dinh,25.17,28.33,22.92,81.29,2518.97,San,253.7,13.2,5.409999999999997,19.218241042345277
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Khoai,1.8,0.4,5.370000000000001,4.488778054862843
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Lua dong xuan,262.8,47.3,5.370000000000001,5.555907908923701
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Lua he thu,237.2,40.4,5.370000000000001,5.8711418034207075
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Lua mi,0.0,0.0,5.370000000000001,0.0
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Lua mua,119.0,27.4,5.370000000000001,4.3429071931681325
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,Ngo,41.8,8.2,5.370000000000001,5.096939397634435
2008,Binh Dinh,24.91,28.07,22.7,81.56,2439.16,San,295.9,13.9,5.370000000000001,21.2862384001151
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Khoai,2.5,0.4,5.5,6.234413965087282
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Lua dong xuan,278.7,47.5,5.5,5.867244900107366
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Lua he thu,238.2,41.6,5.5,5.725823898463979
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Lua mi,0.0,0.0,5.5,0.0
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Lua mua,87.4,24.9,5.5,3.509899200835308
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,Ngo,38.5,7.9,5.5,4.872800911277054
2009,Binh Dinh,25.28,28.49,22.99,81.13,2706.74,San,314.0,14.0,5.5,22.426969502178416
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Khoai,1.5,0.3,5.75,4.983388704318937
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Lua dong xuan,295.5,47.7,5.75,6.194838682627198
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Lua he thu,234.3,41.3,5.75,5.6729861262439165
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Lua mi,0.0,1.42e-14,5.75,0.0
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Lua mua,103.4,24.1,5.75,4.290278411684162
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,Ngo,40.4,7.8,5.75,5.178823227791309
2010,Binh Dinh,25.81,29.17,23.42,80.92,2419.72,San,296.0,13.3,5.75,22.25396586722803
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Khoai,1.5,0.3,5.010000000000002,4.983388704318937
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Lua dong xuan,298.1,47.8,5.010000000000002,6.23627120771532
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Lua he thu,252.1,42.4,5.010000000000002,5.945614490224287
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Lua mi,0.0,0.0,5.010000000000002,0.0
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Lua mua,99.1,22.2,5.010000000000002,4.463762893563353
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,Ngo,43.7,8.0,5.010000000000002,5.461817272840895
2011,Binh Dinh,24.9,27.8,22.79,80.87,2172.13,San,317.8,13.5,5.010000000000002,23.538997111325088
2012,Binh Dinh,25.77,28.87,23.53,80.57,1698.07,Khoai,1.7,0.3,5.34,5.647840531561462
2012,Binh Dinh,25.77,28.87,23.53,80.57,1698.07,Lua dong xuan,300.5,47.7,5.34,6.299658288086204
2012,Binh Dinh,25.77,28.87,23.53,80.57,1698.07,Lua he thu,256.6,42.9,5.34,5.9812125591478065
2012,Binh Dinh,25.77,28.87,23.53,80.57,1698.07,Lua mi,0.0,0.0,5.34,0.0
2012,Binh Dinh,25.77,28.87,23.53,80.57,1698.07,Lua mua,94.7,20.6,5.34,4.596864229891753
